USER,PID,%CPU,%MEM,VSZ,RSS,TTY,STAT,START,TIME,COMMAND
5019,5.5,4.4,12514368,696736,?,Sl,01:42,38:44,/snap/firefox/4793/usr/lib/firefox/firefox,
17523,6.5,3.6,1191221172,576180,?,Sl,12:53,1:24,/usr/share/code/code,--type=utility
3033,0.0,2.7,2430612,425040,?,Sl,01:42,0:38,/usr/bin/gnome-software,--gapplication-service
1989,0.1,2.5,2375820,396280,?,Ssl,01:42,0:45,/usr/sbin/mysqld,
2772,0.5,2.2,5006872,347376,?,Ssl,01:42,3:51,/usr/bin/gnome-shell,
18503,6.0,1.7,2707072,270380,?,Sl,12:55,1:10,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
17484,8.1,1.5,1189452876,237104,?,Sl,12:53,1:45,/usr/share/code/code,--type=renderer
13842,0.1,1.5,2884184,240660,?,Sl,02:51,0:44,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
5350,0.1,1.5,19782772,241764,?,Sl,01:42,1:14,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
17382,1.4,1.4,1187162412,231460,?,SLsl,12:53,0:19,/usr/share/code/code,./
18528,0.9,1.1,2541100,172784,?,Sl,12:55,0:10,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
17420,3.8,1.1,34537972,177600,?,Sl,12:53,0:49,/usr/share/code/code,--type=gpu-process
2095,0.5,0.9,1202080,151172,tty7,Ssl+,01:42,3:53,/usr/lib/xorg/Xorg,-core
5230,0.0,0.9,2494204,141328,?,Sl,01:42,0:04,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
17539,1.2,0.8,1186885604,128648,?,Sl,12:53,0:15,/usr/share/code/code,--type=utility
4799,0.0,0.7,1874512,119048,?,Sl,01:42,0:00,/usr/bin/gnome-calendar,--gapplication-service
2801,0.0,0.7,1551996,113544,?,Sl,01:42,0:02,/usr/libexec/mutter-x11-frames,
17719,3.6,0.7,1186848600,112588,?,Sl,12:53,0:46,/usr/share/code/code,/home/x1b3d3ad/.vscode/extensions/streetsidesoftware.code-spell-checker-3.0.1/packages/_server/dist/main.cjs
17580,0.3,0.6,1186894416,96808,?,Sl,12:53,0:04,/usr/share/code/code,--type=utility
3157,0.0,0.6,877988,101640,?,Sl,01:42,0:02,/snap/snap-store/1113/usr/bin/snap-store,--gapplication-service
3343,0.0,0.6,1742304,98992,?,Ssl,01:42,0:00,/usr/libexec/xdg-desktop-portal-gnome,
17540,0.0,0.5,1186902548,91292,?,Sl,12:53,0:01,/usr/share/code/code,--type=utility
3816,0.0,0.5,3762880,80660,?,Ssl,01:42,0:00,/usr/bin/dockerd,-H
3522,0.0,0.5,992744,92900,?,Sl,01:42,0:00,/snap/snapd-desktop-integration/178/usr/bin/snapd-desktop-integration,
17746,0.0,0.5,1186848600,79200,?,Sl,12:53,0:00,/usr/share/code/code,/home/x1b3d3ad/.vscode/extensions/bradlc.vscode-tailwindcss-0.12.10/dist/tailwindServer.js
17428,0.1,0.4,33861392,67484,?,Sl,12:53,0:02,/usr/share/code/code,--type=utility
5890,1.0,0.4,420228,63884,?,Sl,01:42,6:56,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
17887,0.0,0.4,1186815816,73324,?,Sl,12:53,0:00,/usr/share/code/code,/home/x1b3d3ad/.vscode/extensions/dbaeumer.vscode-eslint-3.0.10/server/out/eslintServer.js
17901,0.0,0.4,1186815816,74828,?,Sl,12:53,0:00,/usr/share/code/code,/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain
19587,0.0,0.4,2399376,77056,?,Sl,13:03,0:00,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
2964,0.0,0.4,809108,64760,?,Sl,01:42,0:00,/usr/libexec/evolution-data-server/evolution-alarm-notify,
18892,0.0,0.4,2399364,77184,?,Sl,12:56,0:00,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
18944,0.0,0.4,2399356,76800,?,Sl,12:57,0:00,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
3603,0.0,0.4,3208248,63828,?,Sl,01:42,0:03,gjs,/usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js
5469,0.1,0.3,348524,62752,?,Sl,01:42,1:04,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
5199,0.0,0.3,209056,53376,?,Sl,01:42,0:00,/snap/firefox/4793/usr/lib/firefox/firefox,-contentproc
19407,0.3,0.3,845648,56984,?,Ssl,12:58,0:03,/usr/libexec/gnome-terminal-server,
3596,0.0,0.2,484044,44692,?,Ssl,01:42,0:01,/usr/libexec/fwupd/fwupd,
1342,0.0,0.2,467660,33424,?,Ssl,01:42,0:00,/opt/cisco/anyconnect/bin/vpnagentd,-execv_instance
3063,0.0,0.2,347964,31536,?,Sl,01:42,0:02,/usr/libexec/ibus-extension-gtk3,
6078,0.0,0.2,567576,32460,?,Sl,01:43,0:00,/usr/bin/update-notifier,
17387,0.0,0.2,34048640,46848,?,S,12:53,0:00,/usr/share/code/code,--type=zygote
2851,0.0,0.2,1258168,41600,?,Ssl,01:42,0:00,/usr/libexec/evolution-source-registry,
1306,0.0,0.2,2805820,34420,?,Ssl,01:42,0:03,/usr/lib/snapd/snapd,
3338,0.0,0.2,820212,37180,?,SNsl,01:42,0:01,/usr/libexec/tracker-miner-fs-3,
1877,0.0,0.2,2688260,44632,?,Ssl,01:42,0:05,/usr/bin/containerd,
17388,0.0,0.2,34048628,46592,?,S,12:53,0:00,/usr/share/code/code,--type=zygote
2493,0.0,0.1,127948,24124,?,S<sl,01:42,0:20,/usr/bin/pipewire-pulse,
3815,0.0,0.1,342324,20096,?,Ssl,01:42,0:00,/usr/sbin/cups-browsed,
3322,0.0,0.1,2859168,26292,?,Sl,01:42,0:00,/usr/bin/gjs,-m
3262,0.0,0.1,833716,29440,?,Ssl,01:42,0:00,/usr/libexec/evolution-addressbook-factory,
5271,0.0,0.1,1983844,19880,?,Sl,01:42,0:00,/usr/bin/snap,userd
2492,0.0,0.1,406100,17408,?,S<sl,01:42,0:00,/usr/bin/wireplumber,
3536,0.0,0.1,416680,26704,?,Ssl,01:42,0:00,/usr/libexec/xdg-desktop-portal-gtk,
3526,0.0,0.1,609444,17408,?,Sl,01:42,0:00,/usr/libexec/gvfsd-trash,--spawner
2488,0.0,0.1,118044,16676,?,S<sl,01:42,0:11,/usr/bin/pipewire,
2897,0.0,0.1,414400,23936,?,Ssl,01:42,0:00,/usr/libexec/gsd-keyboard,
3197,0.0,0.1,1366476,27276,?,Ssl,01:42,0:00,/usr/libexec/evolution-calendar-factory,
2899,0.0,0.1,744340,29584,?,Ssl,01:42,0:00,/usr/libexec/gsd-media-keys,
2916,0.0,0.1,418092,27768,?,Ssl,01:42,0:00,/usr/libexec/gsd-xsettings,
1869,0.0,0.1,112232,22908,?,Ssl,01:42,0:00,/usr/bin/python3,/usr/share/unattended-upgrades/unattended-upgrade-shutdown
2902,0.0,0.1,595544,29888,?,Ssl,01:42,0:00,/usr/libexec/gsd-power,
1389,0.0,0.1,337888,20072,?,Ssl,01:42,0:03,/usr/sbin/NetworkManager,--no-daemon
2893,0.0,0.1,415652,24440,?,Ssl,01:42,0:00,/usr/libexec/gsd-color,
2869,0.0,0.1,2793668,26280,?,Sl,01:42,0:00,/usr/bin/gjs,-m
19437,0.1,0.1,53376,30880,pts/0,Sl+,12:58,0:01,/usr/bin/python3,/home/x1b3d3ad/Desktop/CODING_Projects/TimerApp/timer_app/ktimer.py
2915,0.0,0.1,341288,24608,?,Ssl,01:42,0:00,/usr/libexec/gsd-wacom,
19403,0.0,0.1,382824,28544,?,Sl,12:58,0:00,/usr/bin/gnome-terminal.real,--wait
19400,0.0,0.1,31896,19200,?,S,12:58,0:00,/usr/bin/python3,/usr/bin/gnome-terminal
1293,0.0,0.1,439064,15936,?,Ssl,01:41,0:00,/usr/libexec/gnome-remote-desktop-daemon,--system
2558,0.0,0.1,298196,16128,?,Ssl,01:42,0:00,/usr/libexec/gnome-session-binary,--session=ubuntu
1957,0.0,0.1,209444,20372,?,Ss,01:42,0:00,/usr/sbin/apache2,-k
2844,0.0,0.1,656032,21156,?,Sl,01:42,0:00,/usr/libexec/gnome-shell-calendar-server,
2729,0.0,0.1,520672,17920,?,Ssl,01:42,0:00,/usr/libexec/gnome-session-binary,--systemd-service
3031,0.0,0.1,546756,23680,?,Sl,01:42,0:00,/usr/libexec/goa-daemon,
3071,0.0,0.1,267228,24512,?,Sl,01:42,0:00,/usr/libexec/ibus-x11,--kill-daemon
487,0.0,0.1,67284,19212,?,S<s,01:41,0:01,/usr/lib/systemd/systemd-journald,
2889,0.0,0.0,383632,6272,?,Ssl,01:42,0:00,/usr/libexec/gsd-a11y-settings,
2895,0.0,0.0,459360,7424,?,Ssl,01:42,0:00,/usr/libexec/gsd-housekeeping,
2703,0.0,0.0,91548,5504,?,Ssl,01:42,0:00,/usr/libexec/gnome-session-ctl,--monitor
2894,0.0,0.0,431768,11776,?,Ssl,01:42,0:00,/usr/libexec/gsd-datetime,
2702,0.0,0.0,162652,6784,?,Ssl,01:42,0:00,/usr/libexec/gcr-ssh-agent,--base-dir
2887,0.0,0.0,388684,11772,?,Ssl,01:42,0:06,/usr/bin/ibus-daemon,--panel
2854,0.0,0.0,230556,6144,?,Ssl,01:42,0:00,/usr/libexec/dconf-service,
2804,0.0,0.0,236052,8192,?,Sl,01:42,0:00,/usr/libexec/at-spi2-registryd,--use-gnome-session
2684,0.0,0.0,9552,4864,?,S,01:42,0:00,/usr/bin/dbus-daemon,--config-file=/usr/share/defaults/at-spi2/accessibility.conf
2677,0.0,0.0,383052,7808,?,Ssl,01:42,0:00,/usr/libexec/at-spi-bus-launcher,
2726,0.0,0.0,459712,7040,?,Sl,01:42,0:00,/usr/libexec/gvfsd-fuse,/run/user/1000/gvfs
2718,0.0,0.0,314276,7680,?,Ssl,01:42,0:00,/usr/libexec/gvfsd,
1,0.0,0.0,23892,14204,?,Ss,01:41,0:02,/sbin/init,splash
2549,0.0,0.0,2704,1920,?,Ss,01:42,0:00,fusermount3,-o
1963,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k
1544,0.0,0.0,0,0,?,I<,01:42,0:00,[kworker/R-amdgp],
1545,0.0,0.0,0,0,?,I<,01:42,0:00,[kworker/R-dm_vb],
1593,0.0,0.0,0,0,?,S,01:42,0:00,[card1-crtc0],
1594,0.0,0.0,0,0,?,S,01:42,0:00,[card1-crtc1],
1595,0.0,0.0,0,0,?,S,01:42,0:00,[card1-crtc2],
1596,0.0,0.0,0,0,?,S,01:42,0:00,[card1-crtc3],
1777,0.0,0.0,0,0,?,S,01:42,0:00,[psimon],
1859,0.0,0.0,137400,12888,?,Ss,01:42,0:00,/usr/sbin/cupsd,-l
1866,0.0,0.0,2892,1536,?,Ss,01:42,0:00,/bin/sh,/snap/cups/1058/scripts/run-cups-browsed
1867,0.0,0.0,2892,1408,?,Ss,01:42,0:00,/bin/sh,/snap/cups/1058/scripts/run-cupsd
1920,0.0,0.0,380064,7148,?,SLsl,01:42,0:00,/usr/sbin/lightdm,
1938,0.0,0.0,320216,14220,?,Ssl,01:42,0:00,/usr/libexec/colord,
1961,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k
1962,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k
1964,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k
2540,0.0,0.0,309312,5888,?,Ssl,01:42,0:00,/usr/libexec/xdg-permission-store,
